A3152KT8N27WTF,{98: 5}
A1LY7DEIIQHZR7,"{2498: 5, 295626: 4, 314182: 5, 356126: 4, 365618: 5, 381800: 5}"
A16C4DCF4PBPEH,"{2455: 4, 138168: 5, 196071: 5, 217218: 5, 300231: 3, 316623: 5, 316798: 5}"
A3B75PAA0YIBTL,"{2459: 1, 82001: 4, 168180: 4, 363167: 2}"
A3SYCPGXACMN5U,"{2459: 1, 34365: 5, 154242: 3, 197036: 1, 284091: 1}"
A3RKXWPCGFI50A,"{4709: 5, 7152: 5, 16432: 5, 18838: 5, 58585: 5, 99038: 4, 203154: 4, 237802: 5, 247045: 5, 258914: 5, 377121: 5, 407644: 5, 459154: 5}"
A1WFNO06XKV4YY,"{2499: 4, 53702: 4, 53727: 3, 114886: 4, 395990: 5, 439311: 3, 461550: 5}"
A21V0ANDQS7OLI,{3122: 4}
AUYLPGN0AM7C9,"{2804: 5, 330962: 4}"
A3G6P4SJ8SYH9F,"{3542: 5, 361851: 5}"
A32EP9379L8D3S,{2730: 5}
A3H30P4BTPJX64,"{2446: 5, 121685: 5, 461596: 5}"
A2G1LRD120SJPC,"{2446: 5, 279439: 5, 449710: 2}"
AJMPZU8GZHGU3,"{2446: 4, 46898: 5, 353830: 5}"
A33QJVFMT7Y0XR,{2446: 5}
A1HLXY194955K6,"{2446: 5, 25797: 5, 72707: 4, 149656: 5, 182370: 5, 182339: 5, 235515: 5, 293278: 5, 372615: 5, 459033: 5, 461432: 5}"
A10F05BTP64UF1,{2446: 5}
A22R3OHOHT42C3,"{2446: 5, 135954: 5, 184754: 2}"
A3E5111SXTHY35,"{2463: 4, 44563: 4, 63890: 3, 65735: 5, 94683: 4, 108065: 4, 144926: 4, 170649: 4, 235514: 4, 268433: 5, 431653: 5, 433528: 3, 440346: 5, 454517: 4}"
A3HOH7JKVNXLSU,"{2489: 5, 37922: 4}"
ACSJ6X5YDYEE9,{2489: 1}
A2I2F6PINWSMCL,{2554: 4}
A3NLS9HUCAYESO,{2503: 5}
A1O04PFRVJVV5D,{3222: 1}
A3SK42RVJ930ZT,"{3222: 1, 37792: 5, 321343: 5, 375031: 5, 445385: 1}"
AU6M9AUH257JO,{2842: 2}
A1AAB81IZKOLTU,{2601: 5}
A2BPOEEEP48W9H,"{2579: 1, 51483: 3, 182109: 5}"
ACE2KLII01BGA,{2528: 5}
A3L76BBJJIWOXF,{3310: 5}
AHJ4RPF65ODGT,"{2497: 3, 138013: 5, 179894: 4}"
A1X207CK69N9AR,"{4161: 5, 65673: 4, 65957: 3, 72940: 5, 105903: 5, 154496: 5, 157043: 5, 184656: 5, 335144: 5, 363179: 5, 440231: 4, 452036: 5}"
A1NA68YNPRF8H9,{2431: 5}
A2IAVYKAKPM30V,"{2431: 3, 398962: 5}"
A2GDTH2WQVW8H7,"{2431: 5, 96188: 5, 219451: 5, 444956: 5}"
A2B4GAW352G8G7,{2431: 5}
AFSP12OTZ9JX2,{2431: 5}
AI0SEIX1SUVMS,"{2431: 4, 200711: 5}"
A1QN8BCC5AFWPV,"{2431: 5, 56193: 5, 67867: 5, 354346: 5}"
A1EO1NWL45FN4T,{2431: 5}
A2AX1SH516CCXQ,{2431: 5}
A3OENJR2YGFCBD,{2431: 4}
A2JYR5THVDS46K,{2431: 1}
A2UFGYH687IT65,{2491: 5}
A2NL3CPC4KMOEN,{3368: 2}
A2PWNYM29NJ2J4,"{2748: 5, 137056: 5, 152111: 5, 158895: 4, 187020: 4, 191604: 5, 253572: 5, 323541: 5, 335094: 5, 374864: 5, 449697: 5}"
A2FG90RW53W8WS,"{2812: 5, 9387: 5, 17001: 5, 21337: 5, 61482: 5, 69220: 3, 108479: 5, 161745: 5, 164509: 5, 182339: 1, 205473: 5, 217734: 5, 226005: 1, 247026: 5, 263808: 5, 268069: 5, 279455: 5, 284204: 5, 309696: 5, 318922: 5, 356114: 5, 397525: 2, 402963: 1, 433472: 5, 433368: 3, 454369: 5, 463718: 5}"
A18SA344ZVEP08,"{2772: 4, 384145: 5}"
AK6HITUJW30UW,"{2438: 5, 16400: 5, 28289: 5, 63215: 5, 210256: 5, 412543: 5, 416892: 4}"
A2SS7O7UOKA7TL,"{2438: 5, 49338: 4, 79151: 2, 187383: 5, 288621: 3, 328187: 1}"
AV7QK5MP6UB24,"{2438: 5, 103495: 2, 168344: 5}"
A30YZ99OYHKVKT,"{3187: 5, 5520: 4, 9834: 5, 58445: 4, 91467: 5, 105510: 5, 121700: 4, 140951: 5, 179960: 4, 179908: 1, 189502: 5, 208206: 3, 279456: 5, 286925: 5, 297923: 5, 332524: 5, 339874: 4, 352453: 5, 351689: 4, 358450: 5, 380582: 5, 391998: 5, 402938: 5, 410050: 3, 417178: 5, 433259: 3, 452215: 4, 464893: 4}"
ACJ6OM39X8HK6,{2750: 5}
A2BTREHSML28WO,{2429: 5}
A267FU71Z01CIH,"{2662: 4, 2452: 5, 9904: 4, 11920: 5, 23597: 3, 25827: 4, 37605: 4, 42330: 5, 44906: 4, 49243: 5, 53733: 5, 56136: 5, 65558: 5, 89157: 5, 89229: 5, 110324: 4, 119435: 5, 128861: 5, 128918: 3, 133468: 4, 135928: 5, 156803: 3, 175162: 5, 175613: 4, 184594: 5, 184729: 5, 189437: 5, 196091: 3, 210426: 4, 212597: 4, 217132: 5, 217550: 5, 220252: 5, 226336: 4, 235498: 3, 240176: 5, 256334: 3, 256828: 4, 272340: 4, 282138: 3, 283970: 5, 300411: 5, 300456: 3, 316577: 5, 325888: 5, 330639: 4, 340097: 4, 339842: 5, 363409: 5, 370132: 4, 374671: 4, 377141: 4, 386910: 5, 407680: 4, 412796: 4, 417005: 4, 437985: 5}"
A142IO3EBW34M9,"{2657: 1, 9409: 5, 124100: 4, 179897: 5}"
AA72VVL58WHUZ,"{2541: 5, 126776: 5, 173104: 5}"
A292SHQKAHXUX2,"{2472: 5, 201269: 4, 274887: 5}"
A3DM76E7EBG841,"{2831: 5, 81148: 1, 231027: 5}"
A2HU7S4E7CC7QP,"{2448: 5, 297927: 4, 447336: 4}"
A10SV1GRP88SEM,{2448: 5}
A218ND35TE7WDS,"{2479: 5, 221790: 5}"
A2SJ0CBHEGR8PH,{2479: 5}
A6H53EMQF9Q0Q,{2492: 1}
A2NVYL70NZDIP8,"{2492: 4, 433281: 5}"
A1OCQHUS2JIVN,{3291: 5}
A5TELG0LYR9QH,{2456: 5}
A3Q3KJ01NDUUFY,{2456: 3}
A2MB5PTSOKLJEG,"{2456: 4, 191595: 5, 360812: 5}"
A21MD4AWGYI6IN,"{2456: 5, 445730: 5}"
A2J5EVZFL8O4A7,{2546: 5}
A2XK7IXSPYAVHK,"{3199: 4, 409973: 2, 421452: 1}"
A2J8LF3MMVCO2L,"{2617: 4, 30866: 3, 49728: 2, 88724: 4, 101079: 1, 178186: 3, 191560: 3, 226410: 2, 424475: 5}"
A1R8HT5EZ8VC25,"{3153: 5, 32886: 5}"
A3I2J3XODSJXOI,"{2656: 5, 323894: 2}"
A2XROLS2FSBCYI,{2535: 4}
AN8T5228ULUSC,"{3108: 5, 4826: 4, 11897: 5, 189308: 4, 363183: 5}"
A1U2ZDEMX23O07,{2865: 3}
AYPNJMLBMBI3W,"{4188: 2, 71373: 4}"
A1ECJFEUDGU93O,"{2475: 5, 142621: 5}"
A32KIFGBCK6IY,{2475: 5}
A3CI51XLM654JC,{2475: 5}
A2W2E8PAX8UZD8,"{2475: 5, 98429: 3}"
A8ZCPLCJ5YOWL,"{2475: 4, 182334: 5, 226247: 3, 378871: 5}"
A1AOZ2CVJ1TBY,{2475: 1}
A36FPQ9AR2R8S1,"{3321: 5, 281756: 5, 442638: 4}"
A2U7C1U17DJ6FM,{2452: 5}
A9PQWYJIKA99J,"{2452: 5, 290941: 4}"
A26O3DLG0ZW7VL,{2452: 5}
A3B8EK6491CYYY,"{2452: 5, 5113: 5, 33105: 5, 77324: 5, 91469: 5, 302023: 5, 356446: 5, 433139: 3}"
AKB2J6UJ4SD8E,{2452: 5}
A3B4YFKEUAKCLQ,{2452: 5}
A3QD7VWBD470D2,"{2505: 5, 11731: 4, 23471: 4, 37714: 4, 65558: 5, 67986: 4, 70493: 5, 103120: 4, 135689: 4, 187708: 5, 351957: 4, 452129: 4, 456745: 4}"
A2RX8BLV4P0LL0,"{2574: 4, 20086: 1, 70298: 4, 117409: 3, 217092: 5, 247017: 5, 321253: 5, 388858: 4, 407678: 5}"
A1X6EU8QJHRD39,"{2433: 1, 184616: 4, 233346: 1}"
A1MW5QMYMTX5P6,"{2433: 5, 2443: 1}"
A3JZ7L73G5MG4H,"{2675: 5, 258832: 5, 288619: 4}"
A8IMZ2080KN5O,{2696: 5}
A16VJG03O6T19Q,"{2567: 5, 166370: 5, 194665: 5, 198410: 5, 270306: 5, 293406: 1, 305229: 5, 321381: 5, 353808: 5, 424425: 5, 428867: 5}"
A6KFBMGWQX0A1,{2440: 5}
AQOH2MOE0ZKLG,"{2440: 2, 256571: 4, 349225: 1}"
A3SX5L3EV5NPHE,{2558: 5}
AFW1MBAQR352Y,"{2540: 5, 46958: 4, 178296: 3, 249340: 5, 329339: 3}"
A2BXII106DF4TZ,"{2524: 1, 77394: 2}"
AN804RISB8LKI,"{2524: 5, 23447: 5, 23940: 4, 110073: 5, 207731: 5, 309552: 5}"
A2H5ZHSI8WF5GI,"{2857: 3, 295562: 4}"
A3H8ZI8DWM4751,{3128: 4}
A27DRRJV9FMOQO,{2844: 2}
A177MYIDCYY9PR,"{2523: 1, 4811: 5}"
A2I3SN35OH4BE7,"{2416: 5, 84354: 5, 367874: 5}"
A1O5HAZRF8DKMA,{2416: 5}
A2CQWB3IRC20CB,"{2443: 5, 35272: 5}"
A20CIBNC7QVRMM,{2443: 3}
A20GO6JHNHUUVO,"{2443: 3, 9931: 5}"
A19YIF8T8O06X2,{2443: 1}
A15RA3WN7M6M1I,"{2443: 3, 303570: 5}"
A15S7MQ1M1WN3S,{3753: 1}
A21C4DXTITXIOU,"{2490: 4, 32997: 4, 77224: 5, 108546: 5, 115007: 4, 138232: 5, 244675: 4, 339850: 5, 407673: 5, 438019: 5, 459180: 4}"
A1LYX8YSV8KB3R,{3008: 5}
A292FIAPX9MXCJ,"{2568: 4, 426116: 4}"
AZ9QJF0W4HSW7,"{2437: 5, 97062: 5, 270235: 5}"
A3KV9VEMK6HO4F,{4173: 5}
A3BLUO43CTNXY4,{3367: 1}
AI7GOQLCAR3NR,"{2467: 5, 39922: 5, 158984: 5, 213057: 5, 393639: 2}"
A1YPIR5SU8E4S1,"{2467: 5, 72652: 5, 172853: 5, 261310: 5, 286452: 5, 351267: 5, 361114: 5, 398265: 5, 410075: 5, 438217: 5, 445000: 5, 456744: 5}"
A1HA70HAIQZ50J,"{2467: 4, 330503: 5, 428797: 5, 456744: 3}"
A35XWM3X8SQRS4,{2467: 3}
A1TVQLELCXXR9K,{2623: 1}
AMRJYFNHG6918,"{2623: 2, 65692: 2}"
A3I9D8P5DRBR5L,"{3530: 5, 214845: 5, 227991: 5, 307152: 5, 367823: 5, 405355: 5}"
A3PHNK9W3WBRN6,"{2420: 5, 247021: 5, 375324: 5}"
ASJEIF2269PBN,{2420: 5}
A2TRKL7G0FMSZM,"{2420: 5, 23473: 5, 89157: 5, 122907: 5, 147437: 5, 180385: 5, 233238: 3, 351579: 5, 363440: 1, 437971: 5, 440253: 5}"
A12UZ3H2IYSLDO,"{2420: 3, 407635: 5}"
APH9Z0HWS088X,"{2420: 5, 386511: 4}"
A1SQR1JBJ56ZK7,"{2420: 5, 28433: 4, 37658: 5, 51488: 4, 56255: 5, 93757: 5, 107841: 5, 142643: 5, 142938: 5, 165839: 5, 189622: 3, 193863: 5, 267834: 5, 363227: 5, 388855: 5, 412622: 4}"
A35PW95A7OH6KD,"{2420: 1, 411086: 5, 426116: 5, 449646: 1}"
AF578YU6SYIV3,"{2420: 5, 395931: 5}"
A8NIKIX0NJM9E,"{2420: 5, 47031: 5}"
APW0OINC8LISZ,"{2420: 1, 35439: 4, 79650: 5, 84442: 5, 129039: 4, 189264: 5, 219396: 3, 233234: 5, 288630: 4, 318815: 5, 340899: 4, 368346: 5, 426116: 5, 428467: 5, 444984: 5, 456771: 4}"
A1S1ULS686RH8G,{2420: 1}
A31MVRT6HI4KV7,"{2420: 5, 18966: 5, 58408: 5, 135697: 5, 231325: 4, 235595: 4, 274760: 5, 293281: 5, 363160: 4}"
A3H76XMMOIYIKI,"{2420: 5, 117085: 1, 133324: 5, 346908: 2, 353847: 5, 464070: 5}"
A2G6GC8NIGKUZI,"{2420: 5, 54799: 5, 153393: 5, 205452: 2, 249352: 4, 314228: 3, 347107: 4}"
A1LTNOQ48CXVUA,{2420: 5}
A112IL25J2LHTX,"{2538: 2, 124190: 3, 207732: 5}"
A205JFYE5GBBQG,"{2526: 5, 435950: 4}"
A1GUX5ZW5P6E6U,{3472: 1}
A8XBR09J4Z421,"{2686: 4, 10566: 4, 10693: 5, 16831: 5, 20054: 5, 23464: 5, 42203: 5, 42808: 3, 46996: 5, 56564: 3, 114983: 4, 128881: 5, 166857: 2, 178866: 4, 199485: 4, 237898: 5, 245443: 5, 249435: 5, 262006: 4, 270412: 4, 274612: 1, 278249: 3, 280186: 3, 303255: 4, 337542: 4, 345106: 5, 349667: 4, 354881: 5, 400694: 5, 422301: 3, 435489: 4, 461558: 3}"
ALKP143TBIRD6,"{2686: 5, 70349: 5, 205741: 5}"
AWZJHLU69PAH7,"{4382: 4, 4836: 5, 29007: 5, 44582: 3, 89373: 5, 93956: 5, 156624: 5, 172922: 4, 199239: 4, 208390: 2, 384162: 3, 415811: 4, 442707: 4, 461330: 5}"
A3V8K23OOREENX,"{2646: 4, 35263: 5, 53698: 3, 86866: 5, 165829: 4, 168450: 4, 184619: 5, 319029: 3, 326066: 4, 344491: 4, 351532: 4, 396120: 4, 402586: 1, 430763: 5, 456794: 3}"
A4LBMTSJVWKS5,"{2947: 4, 11720: 5, 49304: 5, 63121: 5, 67876: 5, 110289: 4, 114865: 5, 114841: 3, 140364: 5, 149889: 2, 149910: 4, 196186: 5, 219356: 3, 242660: 5, 254067: 5, 265729: 5, 349223: 5, 353832: 5, 360833: 5, 408065: 4, 443653: 5, 454378: 4}"
A2UO6CYIYYXH55,"{4981: 5, 89259: 2}"
A3ISID2L2BJF5N,"{5127: 5, 33566: 5, 126410: 5, 226608: 5, 242695: 5, 244668: 5, 366016: 5, 426986: 5}"
AVD4LOJ8BMBJP,{4884: 5}
A3APCCAKFS17UB,{4884: 5}
A3AHWAWJJ8O04Y,"{6523: 4, 456935: 4}"
A1OQ43W97WPQY8,"{4860: 2, 144927: 3}"
AKTCCE4FCIZA9,"{5286: 4, 26114: 4, 249809: 4}"
AQXXIY054AFD9,"{6407: 1, 6437: 4, 35260: 5, 53977: 4, 97562: 1, 461902: 2}"
APQQK1V695AUE,"{5268: 5, 7201: 4, 16966: 5, 18851: 5, 19201: 3, 35743: 4, 36920: 5, 37888: 5, 42414: 5, 53765: 5, 65897: 5, 68595: 5, 72731: 4, 82715: 5, 84804: 4, 89254: 5, 89147: 5, 119571: 5, 154510: 5, 159541: 5, 168194: 5, 172845: 5, 177574: 4, 182268: 5, 189295: 4, 193766: 5, 196074: 5, 199256: 5, 205842: 5, 205455: 5, 224353: 5, 247223: 5, 249265: 5, 249686: 3, 250030: 5, 269222: 5, 272435: 5, 272445: 5, 277138: 5, 293366: 5, 296025: 5, 314183: 5, 314225: 4, 323615: 5, 325819: 4, 333384: 5, 335402: 5, 340780: 4, 358504: 3, 368620: 5, 367929: 5, 379967: 5, 379882: 4, 388375: 5, 388886: 5, 393760: 5, 393838: 5, 402973: 5, 412439: 5, 414975: 4, 420475: 5, 419220: 5, 421499: 4, 421554: 5, 443691: 5, 456718: 5, 461512: 5}"
A10FKOZZ8OB6S5,"{4851: 5, 128125: 5, 133392: 5, 138672: 5}"
A14Y4AVHLOHXIA,{6280: 3}
A21EXYTX5JWPAU,"{4876: 4, 44649: 4, 87054: 4, 117607: 5, 119858: 5, 131039: 5, 149710: 5, 168333: 4, 184604: 4, 217881: 5, 240473: 5, 254167: 4, 267891: 4, 323651: 4, 325802: 5, 375414: 3, 414612: 4, 455983: 4, 459882: 5}"
ADZRWVARG6IBC,"{4876: 5, 205425: 1}"
A2L0BO3OSZTBAW,"{4831: 5, 50147: 5, 56730: 5, 60765: 5, 63121: 5, 128730: 5, 133861: 5, 151971: 5, 156591: 5, 172853: 5, 207740: 5, 212481: 5, 254734: 5, 265568: 1, 283972: 5, 316614: 5, 335420: 5, 335335: 3, 342190: 2, 401626: 5, 430763: 5}"
A2E8XQRUW4938W,{5539: 5}
A14VXKTBKGZ9SD,"{5046: 5, 60770: 5, 89524: 5, 111050: 5, 206004: 3, 226431: 5, 279537: 5, 314163: 5, 333586: 3, 349229: 4, 363465: 5, 440237: 5}"
A1WPDF6PP9XEZL,{5002: 4}
A2WN8189TPDR6J,"{4879: 5, 332834: 5}"
AX8P1DUCZ0ZNC,{5803: 5}
A12C8DAVEQHWDY,"{4910: 1, 184624: 5, 326838: 5, 345555: 5}"
A23DZ1Y1UDZ0LD,"{5196: 4, 98513: 4, 148582: 4, 196107: 4, 356118: 5, 363531: 2}"
A1V5E8BLLF2PST,"{5196: 5, 32980: 4, 256599: 2}"
A1KXD0DFOWQUEU,"{5196: 2, 26059: 3, 135652: 2, 149622: 4, 196873: 4, 297945: 4, 344481: 3, 347008: 5, 372391: 3, 413088: 4, 428984: 5}"
A1IFUAUHJHENOA,{5342: 4}
A9EVLRCGOZUBS,{5967: 1}
A1XS7E7KL064MG,"{5088: 2, 74397: 1}"
A1GKDQPDRXNRC3,"{4953: 4, 53746: 5, 140709: 5}"
A1HY58G4XVQQSN,"{4837: 5, 60861: 5}"
A8QTG64QIY1TS,"{5043: 4, 65643: 5}"
A1HT8H1L6REL7A,"{4935: 5, 48445: 1}"
A31V6J3T84ZJ5K,{4905: 4}
ASQBDTHNXP20F,"{4856: 5, 212488: 5, 438049: 5}"
A39985M1KPO20V,{5453: 5}
A1IPFSB99ZYBJ3,"{5116: 5, 40639: 5, 60876: 5, 135969: 3, 323538: 5, 459129: 3}"
AAC15ZV9N3OI4,"{5116: 5, 179908: 5, 215898: 5, 224166: 1, 226924: 5, 240156: 5, 300187: 5, 307192: 5, 308469: 4, 325922: 5, 412486: 4, 462095: 5}"
A3ODU7E9OUIKB,{5116: 1}
A3P4QY07SLRVC5,"{4878: 5, 94316: 3, 101459: 4, 107819: 1, 124196: 4, 182706: 5, 244992: 3, 247395: 5, 256364: 4, 298737: 4, 314334: 3, 322126: 3, 395926: 1, 429783: 1}"
A10VPZUGZAO0GG,"{5119: 5, 90580: 1, 278605: 5}"
A1C3PF0XZ2A3H6,"{4922: 5, 67900: 1, 166089: 5, 249782: 3, 321339: 5, 395931: 5}"
A3V5U3EE48A1BV,"{5105: 5, 228623: 5, 445597: 5}"
A3CEMF9DD0S8PC,"{5263: 5, 32918: 5, 168493: 5}"
A1Y09N23M6G5R7,{6634: 1}
A3N87LTRD5V98S,{6635: 4}
A1YI0BNJBVY5WM,{4874: 5}
A30D2IP21THMCF,"{4874: 5, 53750: 5, 180294: 5, 233234: 5, 244870: 1, 281782: 5}"
A3V7XCCVCM3HX,"{5381: 4, 281757: 5}"
A21VM9WVF8EOSJ,"{5012: 5, 9412: 1, 9450: 5, 11698: 1, 21151: 1, 24366: 5, 30951: 2, 39932: 2, 45226: 4, 49798: 3, 56458: 4, 72764: 2, 73353: 2, 77220: 1, 84373: 1, 86823: 3, 93805: 4, 94265: 1, 98433: 4, 98518: 5, 131149: 5, 146788: 5, 150610: 3, 161313: 3, 161405: 5, 196164: 5, 206418: 3, 205809: 4, 207849: 5, 208041: 4, 217086: 4, 221924: 1, 226750: 5, 226558: 5, 235781: 4, 243193: 4, 242466: 4, 252092: 3, 254188: 1, 257105: 5, 260987: 4, 267386: 4, 272148: 2, 278859: 1, 279834: 4, 286453: 3, 293406: 3, 295518: 3, 295771: 3, 300055: 5, 300386: 3, 305429: 3, 307218: 4, 318753: 4, 324279: 5, 325967: 4, 330513: 5, 353825: 4, 367841: 5, 377245: 4, 387433: 1, 401001: 2, 407806: 1, 419353: 4, 421455: 4, 426285: 4, 428519: 5, 433175: 5, 458480: 3, 456992: 4, 459027: 4, 462064: 5}"
A5EYZERKJH7UM,"{5153: 2, 75167: 5}"
A1DBE3TTX7XR5W,{4813: 5}
A1NZ3CUBRDXKUR,{4813: 2}
A3FLDA9Q898HS2,"{5450: 4, 161387: 4, 267864: 4, 393761: 5}"
A27V1CYKQ16BKB,"{5009: 4, 307416: 4}"
ADNCKYGTCRPUP,"{5190: 5, 454368: 5}"
A1IE6DJMMGIRNJ,{5190: 5}
A264C043JFNMTV,"{5033: 1, 228655: 1}"
A1OEI77AQGFBCB,"{4888: 5, 7132: 5, 180197: 5}"
AKD0RRGDM5WZK,"{4888: 5, 379549: 5, 430814: 5}"
A387H7PYAGSUUU,"{5396: 5, 58489: 5, 256523: 5}"
A2E4H6M7C7BBL4,{4841: 3}
A2WP2XAVIX67A4,"{4841: 4, 75308: 5, 417573: 4}"
A1ZOW63QE3HUSP,"{4841: 4, 35324: 3, 70824: 1, 154513: 5, 184624: 5, 258660: 5, 265609: 5, 396223: 3, 428599: 1}"
A1Y3PKGT77CFHU,"{4942: 4, 349223: 5}"
APUHHN43E5O4N,{4942: 5}
A2SR6WEM0GSU9C,{5477: 4}
A3G8W0WKW2C2GI,"{4907: 5, 305125: 5, 316608: 5, 448359: 5}"
AEIXH9ZDTTX7V,{5171: 2}
ARTCT91AX3SW1,"{6955: 3, 429608: 4}"
A3ILJCYIW9AIAT,{5097: 5}
ACUKNCQPAUYNZ,{5097: 2}
A3VPWXP6T9AZU9,"{4918: 5, 91483: 4}"
A1L49KOI1IW6FW,"{4877: 2, 205452: 3, 386557: 4}"
A2RF7V2JKTPR6K,{5681: 1}
A27AFJRAQBH3YC,"{5092: 5, 247028: 5}"
A3VSC7AZU7QXWW,{5092: 5}
A195YQVX3MUS8R,"{5624: 1, 93813: 1, 100757: 3, 112346: 5, 114841: 4, 149859: 1, 254377: 5, 290947: 5, 365770: 4, 374908: 1, 447741: 5}"
ABV8POQFOP709,"{5054: 5, 206276: 5, 400686: 4, 461270: 5}"
A1IUPIQ2UERBQP,{4812: 5}
A1T1MRLPJI9VFG,{4812: 5}
A1PP7BOSO7222X,"{4812: 5, 56164: 4, 214859: 5, 270459: 5, 370064: 5, 434821: 4, 449689: 5}"
ARTOTUVMJFK9,{4812: 5}
ANIZWR02D2OU9,{5191: 5}
A57LOEEE261Z5,"{5844: 5, 124262: 5, 235722: 5, 365396: 5, 396489: 5}"
A22FC0B4J61RWU,{4929: 5}
A2IBPGTJVYXG8Y,"{4823: 5, 25797: 4, 67930: 3, 77487: 4, 114851: 5, 140388: 5, 177589: 5, 258651: 5, 312758: 4}"
A27K5K6136OR89,"{4823: 5, 302555: 4, 459032: 5}"
A3QI38Q034WFB5,"{4823: 5, 79994: 5}"
AQ3MJ8V783YYQ,"{5394: 5, 21171: 5, 74889: 5, 85724: 1, 87931: 5, 98443: 5, 107829: 1, 110293: 5, 112489: 5, 149718: 5, 154508: 3, 165771: 4, 233261: 5, 235501: 4, 325799: 5, 344468: 5, 344514: 5, 358446: 5, 396190: 1, 410011: 4, 426117: 4, 445003: 1, 445017: 4, 447439: 5, 449638: 4, 456714: 5, 459072: 5, 461423: 1}"
AD8G4EVYVEMDJ,"{4952: 5, 339892: 5}"
A2DH6DOW6JSYWX,"{5363: 4, 330638: 5}"
A13VY2F2AOZUSE,{5265: 4}
A2Q0YPXQG93BRJ,{4864: 1}
A623KF72TROP0,{4864: 1}
AKQJJ4RA4WKAT,"{5593: 1, 170902: 5}"
ALGTBRGED096H,{6209: 5}
A1OT4YSM213VIO,{5395: 5}
A9UC2DMYWPQJS,"{4917: 4, 98672: 5, 119832: 5, 423786: 4}"
A35AR32X5C6AID,"{5083: 5, 84650: 5, 265497: 4, 412371: 5}"
A2RZXPQK05VJSX,{5501: 5}
A2WYOEME2ADZAL,"{5216: 5, 42213: 5, 72928: 5, 96143: 5, 172092: 5, 196365: 5, 206565: 4, 235738: 5, 288643: 5, 297653: 5, 303354: 5, 330495: 5, 372838: 5}"
A2NGS29YZTWRFQ,"{5289: 3, 117111: 5, 124249: 4, 135659: 4}"
A14FLTQNE32VVF,"{6037: 3, 129509: 5, 142648: 1, 447383: 5}"
A3CUSSJOMHSTVS,{5252: 3}
AONG9GGM349OY,"{4818: 4, 37689: 5, 63145: 1, 86830: 1, 114917: 5, 138013: 5, 191547: 5, 230954: 5, 312358: 2, 374865: 5, 421484: 1, 442672: 5}"
A2NIB5KSPN1P57,"{5858: 5, 28288: 1, 398613: 5, 457194: 5}"
A2MP5ALLQKSQSA,{4850: 5}
A1KVBM5S5Z0ENH,"{4850: 5, 77622: 4, 107834: 5, 130087: 5, 163785: 5, 166039: 5, 173048: 1, 184636: 5, 245433: 1, 367906: 5, 381773: 5, 407884: 5, 430819: 5, 445085: 2, 461945: 5}"
ALM6KZL6JNFH6,"{4850: 4, 35345: 5, 163822: 4, 163565: 5, 182437: 3, 242442: 5, 247092: 5, 360815: 5}"
A3DNPKR26HS3U,"{4850: 5, 419205: 5}"
A2SJEX9ORGA4OF,"{4850: 5, 177655: 5, 323516: 3, 354057: 5, 423737: 5}"
A3I6248166I5CJ,"{4850: 3, 205547: 3}"
A3FBMDJP722GVM,"{4826: 5, 51584: 5, 121685: 5}"
AY6C306PY3QM7,{4826: 5}
A3KAAV0RYR7HEE,"{5847: 5, 405393: 2}"
A2JRLFJ90C7EMN,"{5056: 5, 14365: 5, 37946: 5, 51794: 4, 91605: 5, 133323: 5, 158846: 3, 182290: 5, 193954: 4, 201234: 5, 214865: 4, 249359: 5, 249455: 5, 263302: 5, 263324: 5, 273828: 5, 275075: 1, 332832: 4, 349241: 5, 365401: 5, 372383: 5, 407951: 5, 428711: 5, 440337: 5}"
A1PSUXSID6IUU4,"{5242: 5, 328967: 5}"
A2W7MFR7LZP525,{5302: 5}
A1UID3YLJ39FUN,"{4895: 4, 368054: 5}"
A25016M4HQ81GP,"{4895: 5, 23473: 5, 107800: 4, 217216: 5, 221684: 5, 349545: 5, 437891: 5, 452036: 5}"
A3PNKYF3JRLJ9I,"{4894: 3, 86764: 5, 433419: 5}"
A2HJVGW91KAN6N,"{4830: 5, 86760: 5, 96173: 5, 107800: 5, 175182: 5}"
AHQHQH31LLQX7,{4978: 4}
A1IMXLW6B3I4X0,"{4868: 1, 168493: 3, 417005: 4}"
A1ALBJU1XOKYFH,"{4868: 5, 184597: 4, 330495: 3}"
A3ERJK5B6B6C8F,"{4868: 4, 114851: 5, 389539: 5}"
A1RR5PTR9TY9HN,{4811: 5}
A15QHVNNAPKPLV,"{4811: 5, 156911: 2}"
A3VP76PODB9I3A,"{4811: 5, 416968: 5}"
A2YSY26ZVMNNV2,"{4811: 5, 21531: 5, 63450: 1, 72608: 4, 154256: 5, 172910: 3, 186931: 5, 235588: 1, 277068: 4, 321175: 5, 356221: 2, 365396: 5, 370065: 1, 377150: 2, 405373: 5, 421493: 5, 463675: 5}"
A22V4E2FSIYQXD,"{4811: 3, 24038: 5, 185387: 4, 217936: 4, 235652: 5, 302956: 5, 435496: 5}"
A2J412K986GRNL,"{4811: 4, 11910: 5, 93761: 4, 236288: 4, 236980: 3, 426116: 5}"
AWKZAUC0D8DYL,"{4811: 5, 16608: 3, 38025: 5, 59255: 5, 96177: 5, 110558: 5, 131047: 5, 161477: 5, 166043: 5, 293255: 5, 405537: 5, 461373: 4}"
A25BCH7IDA0TY3,"{4811: 4, 381773: 5}"
